"","PurchaseOrder","PurchaseOrderCreationDate","VendorKey","PlantKey","MaterialKey","MaterialPlantKey","PurchaseOrderQuantity","PlannedGoodsReceiptDate","ActualGoodsReceiptDate","PlannedArrivalDateYard","ActualArrivalDateYard","PlannedVendorShipmentDate","ActualVendorShipmentDate"
"1548",4500001548,2022-09-12,1003,6,1,10006,75,2022-10-05,2022-09-30,2022-10-03,2022-10-03,2022-10-02,2022-10-02
"1549",4500001549,2021-12-09,1001,4,1,10004,86,2022-01-01,2021-12-29,2021-12-30,2021-12-30,2021-12-29,2021-12-29
"1550",4500001550,2023-09-01,1001,4,1,10004,71,2023-09-24,2023-10-05,2023-09-22,2023-10-03,2023-09-21,2023-10-02
"1551",4500001551,2023-05-19,1001,4,2,20004,76,2023-06-11,2023-06-15,2023-06-09,2023-06-13,2023-06-08,2023-06-12
"1552",4500001552,2022-10-11,1001,4,1,10004,82,2022-11-03,2022-11-02,2022-11-01,2022-11-01,2022-10-31,2022-10-31
"1553",4500001553,2022-04-25,1002,8,1,10008,75,2022-05-19,2022-05-17,2022-05-17,2022-05-17,2022-05-15,2022-05-15
"1554",4500001554,2022-06-01,1002,5,2,20005,75,2022-06-24,2022-06-24,2022-06-22,2022-06-22,2022-06-21,2022-06-21
"1555",4500001555,2024-08-20,1002,5,1,10005,75,2024-09-12,2024-09-24,2024-09-10,2024-09-22,2024-09-09,2024-09-21
"1556",4500001556,2023-08-16,1003,6,1,10006,78,2023-09-08,2023-09-05,2023-09-06,2023-09-06,2023-09-05,2023-09-05
"1557",4500001557,2022-04-13,1003,6,2,20006,70,2022-05-06,2022-05-18,2022-05-04,2022-05-16,2022-05-03,2022-05-15
"1558",4500001558,2022-06-02,1001,4,1,10004,79,2022-06-25,2022-06-25,2022-06-23,2022-06-23,2022-06-22,2022-06-22
"1559",4500001559,2023-11-27,1001,4,2,20004,90,2023-12-20,2023-12-18,2023-12-18,2023-12-18,2023-12-17,2023-12-17
"1560",4500001560,2022-03-28,1002,8,1,10008,81,2022-04-21,2022-04-19,2022-04-19,2022-04-19,2022-04-17,2022-04-17
"1561",4500001561,2023-09-16,1001,4,1,10004,77,2023-10-09,2023-10-09,2023-10-07,2023-10-07,2023-10-06,2023-10-06
"1562",4500001562,2024-07-20,1002,5,1,10005,78,2024-08-12,2024-08-08,2024-08-10,2024-08-10,2024-08-09,2024-08-09
"1563",4500001563,2021-12-29,1002,8,2,20008,77,2022-01-22,2022-01-19,2022-01-20,2022-01-20,2022-01-18,2022-01-18
"1564",4500001564,2022-03-30,1001,4,1,10004,70,2022-04-22,2022-04-20,2022-04-20,2022-04-20,2022-04-19,2022-04-19
"1565",4500001565,2024-03-20,1001,4,1,10004,78,2024-04-12,2024-04-10,2024-04-10,2024-04-10,2024-04-09,2024-04-09
"1566",4500001566,2023-03-12,1001,4,1,10004,80,2023-04-04,2023-03-31,2023-04-02,2023-04-02,2023-04-01,2023-04-01
"1567",4500001567,2023-06-13,1003,6,1,10006,77,2023-07-06,2023-07-06,2023-07-04,2023-07-04,2023-07-03,2023-07-03
"1568",4500001568,2022-08-24,1001,4,1,10004,71,2022-09-16,2022-09-16,2022-09-14,2022-09-14,2022-09-13,2022-09-13
"1569",4500001569,2022-01-14,1002,5,2,20005,83,2022-02-06,2022-02-06,2022-02-04,2022-02-04,2022-02-03,2022-02-03
"1570",4500001570,2023-11-16,1001,4,1,10004,84,2023-12-09,2023-12-09,2023-12-07,2023-12-07,2023-12-06,2023-12-06
"1571",4500001571,2024-05-20,1002,8,1,10008,69,2024-06-13,2024-06-12,2024-06-11,2024-06-11,2024-06-09,2024-06-09
"1572",4500001572,2022-02-15,1003,6,1,10006,66,2022-03-10,2022-03-18,2022-03-08,2022-03-16,2022-03-07,2022-03-15
"1573",4500001573,2023-11-07,1003,6,1,10006,72,2023-11-30,2023-12-08,2023-11-28,2023-12-06,2023-11-27,2023-12-05
"1574",4500001574,2023-07-08,1002,5,1,10005,76,2023-07-31,2023-07-26,2023-07-29,2023-07-29,2023-07-28,2023-07-28
"1575",4500001575,2023-05-21,1003,6,1,10006,77,2023-06-13,2023-06-13,2023-06-11,2023-06-11,2023-06-10,2023-06-10
"1576",4500001576,2022-05-01,1003,6,1,10006,81,2022-05-24,2022-06-01,2022-05-22,2022-05-30,2022-05-21,2022-05-29
"1577",4500001577,2022-03-31,1003,6,1,10006,68,2022-04-23,2022-04-21,2022-04-21,2022-04-21,2022-04-20,2022-04-20
"1578",4500001578,2023-04-16,1001,4,1,10004,77,2023-05-09,2023-05-05,2023-05-07,2023-05-07,2023-05-06,2023-05-06
"1579",4500001579,2022-11-26,1002,8,1,10008,69,2022-12-20,2022-12-16,2022-12-18,2022-12-18,2022-12-16,2022-12-16
"1580",4500001580,2023-11-08,1001,4,2,20004,72,2023-12-01,2023-11-30,2023-11-29,2023-11-29,2023-11-28,2023-11-28
"1581",4500001581,2023-08-04,1002,8,1,10008,82,2023-08-28,2023-08-23,2023-08-26,2023-08-26,2023-08-24,2023-08-24
"1582",4500001582,2024-06-05,1001,4,2,20004,87,2024-06-28,2024-06-27,2024-06-26,2024-06-26,2024-06-25,2024-06-25
"1583",4500001583,2021-12-30,1001,4,1,10004,85,2022-01-22,2022-02-03,2022-01-20,2022-01-20,2022-01-19,2022-01-19
"1584",4500001584,2022-05-03,1001,4,1,10004,72,2022-05-26,2022-05-26,2022-05-24,2022-05-24,2022-05-23,2022-05-23
"1585",4500001585,2024-07-07,1003,6,1,10006,79,2024-07-30,2024-07-30,2024-07-28,2024-07-28,2024-07-27,2024-07-27
"1586",4500001586,2022-06-08,1003,6,1,10006,75,2022-07-01,2022-07-01,2022-06-29,2022-06-29,2022-06-28,2022-06-28
"1587",4500001587,2024-01-14,1001,4,2,20004,70,2024-02-06,2024-02-15,2024-02-04,2024-02-13,2024-02-03,2024-02-12
"1588",4500001588,2023-08-11,1002,8,1,10008,81,2023-09-04,2023-08-31,2023-09-02,2023-09-02,2023-08-31,2023-08-31
"1589",4500001589,2023-08-30,1001,4,1,10004,86,2023-09-22,2023-09-21,2023-09-20,2023-09-20,2023-09-19,2023-09-19
"1590",4500001590,2022-09-13,1001,4,1,10004,79,2022-10-06,2022-10-04,2022-10-04,2022-10-04,2022-10-03,2022-10-03
"1591",4500001591,2022-06-16,1001,4,1,10004,86,2022-07-09,2022-07-06,2022-07-07,2022-07-07,2022-07-06,2022-07-06
"1592",4500001592,2022-08-22,1003,6,1,10006,86,2022-09-14,2022-09-09,2022-09-12,2022-09-12,2022-09-11,2022-09-11
"1593",4500001593,2022-05-16,1002,8,1,10008,73,2022-06-09,2022-06-07,2022-06-07,2022-06-07,2022-06-05,2022-06-05
"1594",4500001594,2024-02-05,1002,5,1,10005,68,2024-02-28,2024-03-11,2024-02-26,2024-03-09,2024-02-25,2024-03-08
"1595",4500001595,2024-08-02,1003,6,1,10006,80,2024-08-25,2024-08-25,2024-08-23,2024-08-23,2024-08-22,2024-08-22
"1596",4500001596,2023-01-23,1001,4,1,10004,74,2023-02-15,2023-02-15,2023-02-13,2023-02-13,2023-02-12,2023-02-12
"1597",4500001597,2022-07-14,1003,6,1,10006,68,2022-08-06,2022-08-04,2022-08-04,2022-08-04,2022-08-03,2022-08-03
"1598",4500001598,2022-03-11,1002,5,1,10005,83,2022-04-03,2022-03-30,2022-04-01,2022-04-01,2022-03-31,2022-03-31
"1599",4500001599,2024-06-24,1002,8,1,10008,84,2024-07-18,2024-07-17,2024-07-16,2024-07-16,2024-07-14,2024-07-14
"1600",4500001600,2022-01-09,1003,6,1,10006,74,2022-02-01,2022-02-04,2022-01-30,2022-02-02,2022-01-29,2022-02-01
"1601",4500001601,2022-12-23,1001,4,2,20004,78,2023-01-15,2023-01-23,2023-01-13,2023-01-13,2023-01-12,2023-01-12
"1602",4500001602,2022-06-20,1002,5,2,20005,74,2022-07-13,2022-07-08,2022-07-11,2022-07-11,2022-07-10,2022-07-10
"1603",4500001603,2023-03-04,1001,4,1,10004,75,2023-03-27,2023-04-10,2023-03-25,2023-03-25,2023-03-24,2023-03-24
"1604",4500001604,2023-02-16,1002,5,1,10005,82,2023-03-11,2023-03-09,2023-03-09,2023-03-09,2023-03-08,2023-03-08
"1605",4500001605,2024-03-05,1001,4,1,10004,72,2024-03-28,2024-03-25,2024-03-26,2024-03-26,2024-03-25,2024-03-25
"1606",4500001606,2024-09-03,1001,4,1,10004,80,2024-09-26,2024-09-26,2024-09-24,2024-09-24,2024-09-23,2024-09-23
"1607",4500001607,2022-08-14,1002,8,1,10008,88,2022-09-07,2022-09-07,2022-09-05,2022-09-05,2022-09-03,2022-09-03
"1608",4500001608,2023-07-15,1002,5,1,10005,81,2023-08-07,2023-08-03,2023-08-05,2023-08-05,2023-08-04,2023-08-04
"1609",4500001609,2022-10-15,1001,4,1,10004,78,2022-11-07,2022-11-04,2022-11-05,2022-11-05,2022-11-04,2022-11-04
"1610",4500001610,2024-03-24,1002,5,1,10005,71,2024-04-16,2024-04-16,2024-04-14,2024-04-14,2024-04-13,2024-04-13
"1611",4500001611,2022-01-27,1002,5,1,10005,81,2022-02-19,2022-02-19,2022-02-17,2022-02-17,2022-02-16,2022-02-16
"1612",4500001612,2022-09-01,1001,4,1,10004,78,2022-09-24,2022-09-22,2022-09-22,2022-09-22,2022-09-21,2022-09-21
"1613",4500001613,2024-06-12,1001,4,1,10004,76,2024-07-05,2024-07-03,2024-07-03,2024-07-03,2024-07-02,2024-07-02
"1614",4500001614,2022-06-01,1002,8,2,20008,73,2022-06-25,2022-06-22,2022-06-23,2022-06-23,2022-06-21,2022-06-21
"1615",4500001615,2022-03-17,1002,8,1,10008,81,2022-04-10,2022-04-08,2022-04-08,2022-04-08,2022-04-06,2022-04-06
"1616",4500001616,2023-12-10,1003,6,1,10006,81,2024-01-02,2023-12-29,2023-12-31,2023-12-31,2023-12-30,2023-12-30
"1617",4500001617,2023-02-13,1003,6,2,20006,72,2023-03-08,2023-03-03,2023-03-06,2023-03-06,2023-03-05,2023-03-05
"1618",4500001618,2023-10-09,1002,8,1,10008,76,2023-11-02,2023-11-13,2023-10-31,2023-11-11,2023-10-29,2023-11-09
"1619",4500001619,2022-10-02,1001,4,2,20004,84,2022-10-25,2022-10-20,2022-10-23,2022-10-23,2022-10-22,2022-10-22
"1620",4500001620,2024-08-06,1001,4,1,10004,78,2024-08-29,2024-08-28,2024-08-27,2024-08-27,2024-08-26,2024-08-26
"1621",4500001621,2022-08-24,1003,6,1,10006,77,2022-09-16,2022-09-15,2022-09-14,2022-09-14,2022-09-13,2022-09-13
"1622",4500001622,2024-02-11,1002,8,1,10008,77,2024-03-06,2024-03-06,2024-03-04,2024-03-04,2024-03-02,2024-03-02
"1623",4500001623,2024-05-27,1003,6,1,10006,71,2024-06-19,2024-06-18,2024-06-17,2024-06-17,2024-06-16,2024-06-16
"1624",4500001624,2022-04-13,1001,4,2,20004,78,2022-05-06,2022-05-04,2022-05-04,2022-05-04,2022-05-03,2022-05-03
"1625",4500001625,2022-03-06,1003,6,1,10006,77,2022-03-29,2022-04-11,2022-03-27,2022-04-09,2022-03-26,2022-04-08
"1626",4500001626,2023-06-14,1002,5,1,10005,66,2023-07-07,2023-07-07,2023-07-05,2023-07-05,2023-07-04,2023-07-04
"1627",4500001627,2024-08-15,1002,8,2,20008,74,2024-09-08,2024-09-06,2024-09-06,2024-09-06,2024-09-04,2024-09-04
"1628",4500001628,2023-11-19,1001,4,1,10004,84,2023-12-12,2023-12-12,2023-12-10,2023-12-10,2023-12-09,2023-12-09
"1629",4500001629,2024-02-29,1002,5,2,20005,81,2024-03-23,2024-03-21,2024-03-21,2024-03-21,2024-03-20,2024-03-20
"1630",4500001630,2023-02-27,1001,4,1,10004,76,2023-03-22,2023-03-20,2023-03-20,2023-03-20,2023-03-19,2023-03-19
"1631",4500001631,2022-02-26,1001,4,1,10004,80,2022-03-21,2022-03-18,2022-03-19,2022-03-19,2022-03-18,2022-03-18
"1632",4500001632,2023-03-09,1002,5,1,10005,77,2023-04-01,2023-03-30,2023-03-30,2023-03-30,2023-03-29,2023-03-29
"1633",4500001633,2022-05-15,1001,4,1,10004,73,2022-06-07,2022-06-03,2022-06-05,2022-06-05,2022-06-04,2022-06-04
"1634",4500001634,2023-06-19,1002,8,1,10008,83,2023-07-13,2023-07-13,2023-07-11,2023-07-11,2023-07-09,2023-07-09
"1635",4500001635,2022-08-11,1003,6,1,10006,75,2022-09-03,2022-09-01,2022-09-01,2022-09-01,2022-08-31,2022-08-31
"1636",4500001636,2022-10-14,1003,6,1,10006,72,2022-11-06,2022-11-16,2022-11-04,2022-11-04,2022-11-03,2022-11-03
"1637",4500001637,2023-02-20,1002,8,1,10008,78,2023-03-16,2023-03-15,2023-03-14,2023-03-14,2023-03-12,2023-03-12
"1638",4500001638,2023-04-15,1001,4,1,10004,82,2023-05-08,2023-05-05,2023-05-06,2023-05-06,2023-05-05,2023-05-05
"1639",4500001639,2023-02-16,1001,4,1,10004,73,2023-03-11,2023-03-11,2023-03-09,2023-03-09,2023-03-08,2023-03-08
"1640",4500001640,2022-12-22,1001,4,1,10004,77,2023-01-14,2023-01-12,2023-01-12,2023-01-12,2023-01-11,2023-01-11
"1641",4500001641,2022-07-14,1002,5,2,20005,76,2022-08-06,2022-08-05,2022-08-04,2022-08-04,2022-08-03,2022-08-03
"1642",4500001642,2022-10-31,1002,8,1,10008,72,2022-11-24,2022-11-24,2022-11-22,2022-11-22,2022-11-20,2022-11-20
"1643",4500001643,2022-01-02,1002,8,1,10008,85,2022-01-26,2022-02-09,2022-01-24,2022-02-07,2022-01-22,2022-01-22
"1644",4500001644,2023-01-28,1001,4,1,10004,85,2023-02-20,2023-02-27,2023-02-18,2023-02-25,2023-02-17,2023-02-24
"1645",4500001645,2024-09-08,1003,6,2,20006,77,2024-10-01,2024-09-30,2024-09-29,2024-09-29,2024-09-28,2024-09-28
"1646",4500001646,2022-10-05,1003,6,1,10006,79,2022-10-28,2022-10-27,2022-10-26,2022-10-26,2022-10-25,2022-10-25
"1647",4500001647,2023-06-06,1002,8,1,10008,74,2023-06-30,2023-06-30,2023-06-28,2023-06-28,2023-06-26,2023-06-26
"1648",4500001648,2023-01-03,1001,4,2,20004,79,2023-01-26,2023-01-23,2023-01-24,2023-01-24,2023-01-23,2023-01-23
"1649",4500001649,2023-07-06,1003,6,1,10006,81,2023-07-29,2023-07-29,2023-07-27,2023-07-27,2023-07-26,2023-07-26
"1650",4500001650,2024-01-29,1001,4,1,10004,86,2024-02-21,2024-02-19,2024-02-19,2024-02-19,2024-02-18,2024-02-18
"1651",4500001651,2023-03-19,1001,4,2,20004,68,2023-04-11,2023-04-06,2023-04-09,2023-04-09,2023-04-08,2023-04-08
"1652",4500001652,2022-05-15,1003,6,1,10006,82,2022-06-07,2022-06-03,2022-06-05,2022-06-05,2022-06-04,2022-06-04
"1653",4500001653,2024-06-18,1003,6,1,10006,72,2024-07-11,2024-07-15,2024-07-09,2024-07-09,2024-07-08,2024-07-08
"1654",4500001654,2024-02-08,1003,6,1,10006,78,2024-03-02,2024-03-01,2024-02-29,2024-02-29,2024-02-28,2024-02-28
"1655",4500001655,2022-01-28,1001,4,2,20004,69,2022-02-20,2022-03-01,2022-02-18,2022-02-18,2022-02-17,2022-02-17
"1656",4500001656,2023-08-15,1002,8,1,10008,78,2023-09-08,2023-09-08,2023-09-06,2023-09-06,2023-09-04,2023-09-04
"1657",4500001657,2022-03-27,1002,8,1,10008,76,2022-04-20,2022-04-19,2022-04-18,2022-04-18,2022-04-16,2022-04-16
"1658",4500001658,2023-09-01,1002,5,1,10005,64,2023-09-24,2023-09-22,2023-09-22,2023-09-22,2023-09-21,2023-09-21
"1659",4500001659,2023-10-29,1002,8,1,10008,77,2023-11-22,2023-11-17,2023-11-20,2023-11-20,2023-11-18,2023-11-18
"1660",4500001660,2023-03-31,1002,8,1,10008,79,2023-04-24,2023-04-24,2023-04-22,2023-04-22,2023-04-20,2023-04-20
"1661",4500001661,2023-08-03,1003,6,1,10006,69,2023-08-26,2023-08-23,2023-08-24,2023-08-24,2023-08-23,2023-08-23
"1662",4500001662,2022-04-06,1002,5,1,10005,74,2022-04-29,2022-04-26,2022-04-27,2022-04-27,2022-04-26,2022-04-26
"1663",4500001663,2023-02-19,1002,8,2,20008,87,2023-03-15,2023-03-14,2023-03-13,2023-03-13,2023-03-11,2023-03-11
"1664",4500001664,2023-05-08,1001,4,1,10004,79,2023-05-31,2023-06-09,2023-05-29,2023-06-07,2023-05-28,2023-06-06
"1665",4500001665,2024-09-07,1002,8,1,10008,83,2024-10-01,2024-09-26,2024-09-29,2024-09-29,2024-09-27,2024-09-27
"1666",4500001666,2024-02-04,1001,4,1,10004,81,2024-02-27,2024-02-28,2024-02-25,2024-02-26,2024-02-24,2024-02-25
"1667",4500001667,2023-11-02,1002,8,1,10008,64,2023-11-26,2023-11-23,2023-11-24,2023-11-24,2023-11-22,2023-11-22
"1668",4500001668,2022-07-19,1003,6,1,10006,73,2022-08-11,2022-08-11,2022-08-09,2022-08-09,2022-08-08,2022-08-08
"1669",4500001669,2024-05-07,1002,8,1,10008,74,2024-05-31,2024-06-11,2024-05-29,2024-06-09,2024-05-27,2024-06-07
"1670",4500001670,2022-04-11,1001,4,2,20004,69,2022-05-04,2022-05-03,2022-05-02,2022-05-02,2022-05-01,2022-05-01
"1671",4500001671,2022-03-18,1001,7,2,20007,72,2022-04-10,2022-04-06,2022-04-08,2022-04-08,2022-04-07,2022-04-07
"1672",4500001672,2023-10-22,1002,5,1,10005,68,2023-11-14,2023-11-10,2023-11-12,2023-11-12,2023-11-11,2023-11-11
"1673",4500001673,2024-11-26,1003,6,1,10006,75,2024-12-19,2024-12-19,2024-12-17,2024-12-17,2024-12-16,2024-12-16
"1674",4500001674,2022-05-18,1002,5,1,10005,73,2022-06-10,2022-06-10,2022-06-08,2022-06-08,2022-06-07,2022-06-07
"1675",4500001675,2024-07-28,1002,5,1,10005,74,2024-08-20,2024-08-28,2024-08-18,2024-08-26,2024-08-17,2024-08-25
"1676",4500001676,2024-10-15,1001,4,1,10004,79,2024-11-07,2024-11-04,2024-11-05,2024-11-05,2024-11-04,2024-11-04
"1677",4500001677,2021-12-11,1002,5,1,10005,80,2022-01-03,2021-12-31,2022-01-01,2022-01-01,2021-12-31,2021-12-31
"1678",4500001678,2024-10-03,1001,4,1,10004,77,2024-10-26,2024-11-04,2024-10-24,2024-11-02,2024-10-23,2024-11-01
"1679",4500001679,2023-04-13,1001,4,2,20004,74,2023-05-06,2023-05-11,2023-05-04,2023-05-09,2023-05-03,2023-05-08
"1680",4500001680,2022-01-03,1003,6,1,10006,80,2022-01-26,2022-01-24,2022-01-24,2022-01-24,2022-01-23,2022-01-23
"1681",4500001681,2023-12-01,1001,4,1,10004,82,2023-12-24,2023-12-20,2023-12-22,2023-12-22,2023-12-21,2023-12-21
"1682",4500001682,2022-03-25,1001,4,1,10004,86,2022-04-17,2022-04-28,2022-04-15,2022-04-26,2022-04-14,2022-04-25
"1683",4500001683,2023-10-08,1001,4,1,10004,91,2023-10-31,2023-10-31,2023-10-29,2023-10-29,2023-10-28,2023-10-28
"1684",4500001684,2023-11-20,1001,4,1,10004,73,2023-12-13,2023-12-12,2023-12-11,2023-12-11,2023-12-10,2023-12-10
"1685",4500001685,2023-02-13,1003,6,1,10006,87,2023-03-08,2023-03-07,2023-03-06,2023-03-06,2023-03-05,2023-03-05
"1686",4500001686,2024-10-16,1003,6,1,10006,78,2024-11-08,2024-11-05,2024-11-06,2024-11-06,2024-11-05,2024-11-05
"1687",4500001687,2024-03-14,1002,8,1,10008,86,2024-04-07,2024-04-03,2024-04-05,2024-04-05,2024-04-03,2024-04-03
"1688",4500001688,2023-10-17,1001,4,2,20004,74,2023-11-09,2023-11-07,2023-11-07,2023-11-07,2023-11-06,2023-11-06
"1689",4500001689,2023-07-29,1001,4,1,10004,65,2023-08-21,2023-08-16,2023-08-19,2023-08-19,2023-08-18,2023-08-18
"1690",4500001690,2024-02-28,1002,5,1,10005,79,2024-03-22,2024-03-26,2024-03-20,2024-03-24,2024-03-19,2024-03-23
"1691",4500001691,2024-10-12,1001,4,1,10004,77,2024-11-04,2024-11-14,2024-11-02,2024-11-12,2024-11-01,2024-11-11
"1692",4500001692,2023-07-02,1001,4,2,20004,72,2023-07-25,2023-08-07,2023-07-23,2023-08-05,2023-07-22,2023-08-04
"1693",4500001693,2022-08-12,1003,6,1,10006,80,2022-09-04,2022-08-31,2022-09-02,2022-09-02,2022-09-01,2022-09-01
"1694",4500001694,2022-10-16,1002,8,1,10008,76,2022-11-09,2022-11-14,2022-11-07,2022-11-12,2022-11-05,2022-11-10
"1695",4500001695,2023-11-12,1002,8,1,10008,83,2023-12-06,2023-12-04,2023-12-04,2023-12-04,2023-12-02,2023-12-02
"1696",4500001696,2022-06-20,1003,6,1,10006,77,2022-07-13,2022-07-22,2022-07-11,2022-07-20,2022-07-10,2022-07-19
"1697",4500001697,2023-01-23,1001,4,1,10004,89,2023-02-15,2023-02-10,2023-02-13,2023-02-13,2023-02-12,2023-02-12
"1698",4500001698,2021-12-12,1002,5,2,20005,92,2022-01-04,2022-01-18,2022-01-02,2022-01-16,2022-01-01,2022-01-15
"1699",4500001699,2023-12-04,1001,4,1,10004,80,2023-12-27,2023-12-22,2023-12-25,2023-12-25,2023-12-24,2023-12-24
"1700",4500001700,2023-04-16,1002,8,2,20008,81,2023-05-10,2023-05-09,2023-05-08,2023-05-08,2023-05-06,2023-05-06
"1701",4500001701,2022-02-01,1003,6,2,20006,75,2022-02-24,2022-02-22,2022-02-22,2022-02-22,2022-02-21,2022-02-21
"1702",4500001702,2024-03-24,1002,8,1,10008,78,2024-04-17,2024-04-15,2024-04-15,2024-04-15,2024-04-13,2024-04-13
"1703",4500001703,2024-09-12,1002,5,2,20005,67,2024-10-05,2024-10-09,2024-10-03,2024-10-07,2024-10-02,2024-10-06
"1704",4500001704,2023-03-20,1001,4,2,20004,71,2023-04-12,2023-04-07,2023-04-10,2023-04-10,2023-04-09,2023-04-09
"1705",4500001705,2024-12-01,1002,8,1,10008,77,2024-12-25,2024-12-23,2024-12-23,2024-12-23,2024-12-21,2024-12-21
"1706",4500001706,2022-03-13,1002,8,1,10008,78,2022-04-06,2022-04-01,2022-04-04,2022-04-04,2022-04-02,2022-04-02
"1707",4500001707,2024-11-07,1002,5,1,10005,78,2024-11-30,2024-11-28,2024-11-28,2024-11-28,2024-11-27,2024-11-27
"1708",4500001708,2024-10-16,1003,6,1,10006,73,2024-11-08,2024-11-05,2024-11-06,2024-11-06,2024-11-05,2024-11-05
"1709",4500001709,2022-08-14,1001,4,1,10004,75,2022-09-06,2022-09-06,2022-09-04,2022-09-04,2022-09-03,2022-09-03
"1710",4500001710,2022-01-03,1003,6,1,10006,89,2022-01-26,2022-02-07,2022-01-24,2022-02-05,2022-01-23,2022-02-04
"1711",4500001711,2022-11-13,1002,5,1,10005,77,2022-12-06,2022-12-01,2022-12-04,2022-12-04,2022-12-03,2022-12-03
"1712",4500001712,2024-07-08,1002,5,1,10005,78,2024-07-31,2024-07-26,2024-07-29,2024-07-29,2024-07-28,2024-07-28
"1713",4500001713,2024-05-23,1003,6,1,10006,84,2024-06-15,2024-06-12,2024-06-13,2024-06-13,2024-06-12,2024-06-12
"1714",4500001714,2023-03-12,1001,4,2,20004,77,2023-04-04,2023-04-03,2023-04-02,2023-04-02,2023-04-01,2023-04-01
"1715",4500001715,2024-06-21,1002,5,2,20005,83,2024-07-14,2024-07-19,2024-07-12,2024-07-17,2024-07-11,2024-07-16
"1716",4500001716,2024-08-13,1002,5,1,10005,72,2024-09-05,2024-09-04,2024-09-03,2024-09-03,2024-09-02,2024-09-02
"1717",4500001717,2022-05-17,1001,4,2,20004,79,2022-06-09,2022-06-20,2022-06-07,2022-06-07,2022-06-06,2022-06-06
"1718",4500001718,2022-07-13,1001,4,2,20004,83,2022-08-05,2022-08-02,2022-08-03,2022-08-03,2022-08-02,2022-08-02
"1719",4500001719,2023-06-17,1002,8,1,10008,68,2023-07-11,2023-07-11,2023-07-09,2023-07-09,2023-07-07,2023-07-07
"1720",4500001720,2023-09-23,1001,4,1,10004,78,2023-10-16,2023-10-25,2023-10-14,2023-10-14,2023-10-13,2023-10-13
"1721",4500001721,2024-06-18,1001,4,1,10004,75,2024-07-11,2024-07-10,2024-07-09,2024-07-09,2024-07-08,2024-07-08
"1722",4500001722,2023-04-24,1001,4,1,10004,65,2023-05-17,2023-05-16,2023-05-15,2023-05-15,2023-05-14,2023-05-14
"1723",4500001723,2023-09-09,1003,6,1,10006,67,2023-10-02,2023-10-02,2023-09-30,2023-09-30,2023-09-29,2023-09-29
"1724",4500001724,2024-07-02,1003,6,1,10006,86,2024-07-25,2024-08-02,2024-07-23,2024-07-31,2024-07-22,2024-07-30
"1725",4500001725,2023-10-27,1002,5,1,10005,70,2023-11-19,2023-11-17,2023-11-17,2023-11-17,2023-11-16,2023-11-16
"1726",4500001726,2023-03-31,1002,8,1,10008,64,2023-04-24,2023-04-21,2023-04-22,2023-04-22,2023-04-20,2023-04-20
"1727",4500001727,2023-12-10,1001,4,2,20004,80,2024-01-02,2023-12-29,2023-12-31,2023-12-31,2023-12-30,2023-12-30
"1728",4500001728,2024-09-24,1001,4,2,20004,80,2024-10-17,2024-10-16,2024-10-15,2024-10-15,2024-10-14,2024-10-14
"1729",4500001729,2023-06-12,1003,6,1,10006,70,2023-07-05,2023-07-04,2023-07-03,2023-07-03,2023-07-02,2023-07-02
"1730",4500001730,2023-06-20,1001,4,1,10004,90,2023-07-13,2023-07-10,2023-07-11,2023-07-11,2023-07-10,2023-07-10
"1731",4500001731,2024-07-01,1002,5,1,10005,77,2024-07-24,2024-07-26,2024-07-22,2024-07-24,2024-07-21,2024-07-23
"1732",4500001732,2022-01-24,1003,6,1,10006,78,2022-02-16,2022-02-14,2022-02-14,2022-02-14,2022-02-13,2022-02-13
"1733",4500001733,2022-09-01,1003,6,1,10006,88,2022-09-24,2022-09-23,2022-09-22,2022-09-22,2022-09-21,2022-09-21
"1734",4500001734,2023-07-19,1002,8,2,20008,76,2023-08-12,2023-08-11,2023-08-10,2023-08-10,2023-08-08,2023-08-08
"1735",4500001735,2023-09-15,1003,6,1,10006,73,2023-10-08,2023-10-05,2023-10-06,2023-10-06,2023-10-05,2023-10-05
"1736",4500001736,2024-11-02,1001,4,2,20004,86,2024-11-25,2024-12-06,2024-11-23,2024-12-04,2024-11-22,2024-12-03
"1737",4500001737,2024-08-03,1001,4,1,10004,80,2024-08-26,2024-08-26,2024-08-24,2024-08-24,2024-08-23,2024-08-23
"1738",4500001738,2023-12-06,1003,6,1,10006,88,2023-12-29,2023-12-29,2023-12-27,2023-12-27,2023-12-26,2023-12-26
"1739",4500001739,2022-02-16,1001,4,1,10004,81,2022-03-11,2022-03-09,2022-03-09,2022-03-09,2022-03-08,2022-03-08
"1740",4500001740,2022-05-07,1001,4,1,10004,81,2022-05-30,2022-06-06,2022-05-28,2022-06-04,2022-05-27,2022-06-03
"1741",4500001741,2024-07-15,1002,5,2,20005,77,2024-08-07,2024-08-02,2024-08-05,2024-08-05,2024-08-04,2024-08-04
"1742",4500001742,2022-10-28,1002,8,2,20008,80,2022-11-21,2022-11-21,2022-11-19,2022-11-19,2022-11-17,2022-11-17
"1743",4500001743,2022-06-21,1003,6,1,10006,70,2022-07-14,2022-07-14,2022-07-12,2022-07-12,2022-07-11,2022-07-11
"1744",4500001744,2022-01-26,1001,4,1,10004,80,2022-02-18,2022-02-21,2022-02-16,2022-02-16,2022-02-15,2022-02-15
